,ctr_t1,ctr_t2,ctr_t3,ctr_s1,ctr_s2,ctr_s3,nik_t1,nik_t2,nik_t3,nik_s1,nik_s2,nik_s3,ikk_t1,ikk_t2,ikk_t3
Zfp111,0.003918457,0.00355083,0,0.017108498,0.003710675,0.007240619,0.046643121,0.04704263,0.032685846,0.063147276,0.051911739,0.027502723,0.000822981,0,0.001178424
Zfp235,0.135501198,0.108937936,0.142942677,0.145145368,0.125655692,0.149447469,0.205042142,0.149895874,0.169739642,0.160287702,0.138170255,0.136310367,0.102820932,0.113966773,0.148252297
Zfp114,0.000826878,0,0.00238585,0.00818325,0.001597384,0.006611748,0.038412175,0.035764511,0.027794006,0.024712598,0.019401058,0.027857569,0.003542796,0.004048769,0.003551046
Zfp61,0.131216032,0.112446326,0.104957243,0.1552153,0.162728205,0.140471938,0.261407872,0.254084502,0.307522319,0.192428796,0.173905309,0.161980421,0.117949233,0.14657886,0.161407462
Lypd5,0.001818516,0,0,0.010444724,0,0.004544039,0,0,0.002984675,0.000999069,0.000493841,0.002127289,0.001217424,0.00222607,0.002789164
Zfp108,0.006324643,0,0.000844859,0.021733417,0.00509088,0.010034146,0.004173409,0.009868559,0.008765707,0,0.009541877,0.003288235,0.002352276,0.014193814,0.002155661
Zfp94,0.017519608,0.018269537,0.018362394,0.033025514,0.027770126,0.033097593,0.028456791,0.027252338,0.044119566,0.032577059,0.032205797,0.035523511,0.015878832,0.028814609,0.0170871
Zfp93,0.054867216,0.042963701,0.056978417,0.101151552,0.069107342,0.091096438,0.123650095,0.113655286,0.107224566,0.078112259,0.081182162,0.070367119,0.046860022,0.029900117,0.035226855
Irgc1,0.00677148,0.001073833,0.002873271,0.010089702,0.003847448,0.007962503,0,0.001491639,0.000348669,0.000729443,0.00072113,0.00186382,0,0.00292555,0.000814574
Smg9,0.224578732,0.252297981,0.245084027,0.192852033,0.162594554,0.170238295,0.268728909,0.258887232,0.265989921,0.216976336,0.22812285,0.186185883,0.240461217,0.29061289,0.178768296
Cadm4,0.001611988,0,0.00057422,0.002743265,0.000865022,0.000511489,0.004569943,0.001006096,0.002508521,0.003280017,0.003891164,0.007403093,0.000639503,0.001754005,0.000366281
Plaur,0.002591975,0.00552871,0.001917644,0.007399515,0.003370262,0.011387658,0.003157575,0.00167996,0.000785378,0.000438153,0,0.003265314,0.003203492,0,0.003058049
Phldb3,0.111695732,0.106257649,0.107253525,0.083828189,0.086871165,0.088649553,0.044796762,0.085556969,0.046092587,0.063117416,0.1063604,0.057355089,0.087011911,0.135840403,0.07742514
Xrcc1,0.083327958,0.103998145,0.116906515,0.088198995,0.086082968,0.067726567,0.114871001,0.101095372,0.097774211,0.095965112,0.079597362,0.081085661,0.128076244,0.105093871,0.086722068
Pinlyp,0.002410828,0,0.002173792,0.00106513,0.001455407,0,0,0,0,0.002648954,0.001309383,0,0.001613954,0,0
Lypd3,0,0,0.002829879,0.021839016,0.001421004,0.008402417,0,0.004958254,0.002317973,0.000646585,0.011505888,0.00275351,0,0.004322054,0
Ethe1,0.046586279,0.050410891,0.023582238,0.031331804,0.039775827,0.031419175,0.013607194,0.011477397,0.008254859,0.012572434,0.021033951,0.009266586,0.034007602,0.056026419,0.025456614
Zfp575,0.019790464,0.031031775,0.028891325,0.041220035,0.015360967,0.009082959,0.052236115,0.057568667,0.057538626,0.023298468,0.04836919,0.007441318,0.006624465,0.021630154,0.023849403
Irgq,0.305840276,0.478216487,0.358704883,0.260638384,0.267104541,0.349843942,0.34711872,0.379384462,0.394880144,0.300577324,0.255808949,0.248849002,0.468190264,0.36023983,0.32731711
Tex101,0.000310148,0,0,0.000548108,0.001872352,0.00044285,0.001637248,0,0.002443377,0.001703914,0.005053486,0.004716526,0.001661056,0,0
Cd177,0.004034084,0.000380482,0,0.00960261,0.00039761,0.005642571,0.00217302,0.000462455,0.001080983,0.002351962,0,0.000963071,0.005732011,0.002418699,0
Gm4598,0.033312338,0,0,0.08372768,0.032176828,0.016912177,0.02344708,0.008316543,0.011663898,0.0894733,0.078804136,0.086596833,0.003964674,0,0
Dmrtc2,0.00354006,0,0.000851199,0.00500492,0.000854848,0.00202189,0,0,0,0.002333835,0.000769079,0.002070571,0.00473986,0.002600061,0.002171839
Ceacam10,0.000360799,0,0.001735067,0.007013822,0.006970015,0.001030345,0,0,0,0.000396437,0,0,0.001932326,0.004416592,0.00442703
Rps19,3.710283637,3.841910098,3.281189394,3.85385681,4.330170718,4.142036673,7.067275848,8.202932526,8.800355195,7.085624627,9.593958339,8.601268975,3.55158024,4.545138105,3.165660081
Lypd4,0.0007578,0,0.000607371,0.001785624,0.007929669,0.010099004,0,0,0.000663336,0,0.001097549,0.001181961,0.001352846,0,0
Cd79a,0.074235808,0.081901265,0.084551818,0.184459014,0.485898077,0.39689723,0.008839505,0.016460436,0.025650728,0.028211605,0.010913515,0.009141116,0.103879879,0.030063265,0.018833948
Gm5893,0.001063905,0.000289227,0.001805742,0.007078323,0.000453371,0.003574381,0.002147396,0.003339626,0.002136472,0.00165034,0.003942868,0.003514023,0.003686901,0.003677197,0.000383947
Atp1a3,0.007691052,0.002682594,0.006396935,0.010600023,0.010045353,0.008702542,0.008171156,0.009509921,0.008002562,0.013499899,0.008301873,0.006563811,0.005181237,0.006158056,0.004748162
Rabac1,0.92218985,0.96100117,0.846050458,0.688285861,0.691848818,0.717187812,1.194590833,1.399389213,1.565875383,1.030001748,1.520100926,1.330136581,0.845136906,1.228599676,0.633054261
Zfp574,0.55515767,0.663310814,0.522762474,0.391830753,0.347328065,0.349612745,0.410171526,0.396370123,0.426825075,0.314459798,0.347764205,0.358390099,0.579229879,0.550046864,0.52424753
Pou2f2,0.126455046,0.138033543,0.139013044,0.179398719,0.164628149,0.173911689,0.01033198,0.011116691,0.013030786,0.004764758,0.005690484,0.003642836,0.202591415,0.196655969,0.214618789
D930028M14Rik,0.01418146,0.087883097,0.050373511,0.066072802,0.021014068,0.03497589,0.000850713,0,0,0,0,0.001508126,0.044017287,0.029195885,0.010875465
Cic,1.511872022,1.548642669,1.680115549,1.231350102,1.19465621,1.270013971,0.839333836,0.864719913,1.041894935,0.828006195,0.925320646,0.883903064,1.576395325,1.527313498,1.591152563
Mir7048,0.02317824,0.10711876,0.445852334,0.573462429,0.05597042,0,0,0,0.060866778,0.305611624,0,0,0.124135296,0.056745591,0
Dedd2,0.233396961,0.278065833,0.268731512,0.245140378,0.196179013,0.223656412,0.121699944,0.122203084,0.164397047,0.120162064,0.126975509,0.105594507,0.235461888,0.250408663,0.182074956
Erf,0.223427946,0.257576143,0.2451617,0.186562341,0.149627545,0.230783884,0.253544479,0.261965527,0.213081964,0.256483714,0.238603477,0.309112152,0.198410616,0.23958942,0.35098128
9130221H12Rik,0.594963312,0.43542629,0.536990222,0.385427145,0.543505107,0.515695187,0.320063033,0.264618258,0.215344368,0.253056738,0.265334776,0.267372358,0.483571825,0.489094703,0.243519698
Zfp526,0.720899277,0.73639525,0.726406546,0.619427232,0.551809641,0.526348762,0.524403075,0.434489127,0.550752783,0.404551483,0.434989886,0.42035922,0.845091382,0.799680919,0.782995941
Gsk3a,0.639940723,0.611963648,0.634087156,0.342226202,0.422280895,0.392949866,0.349876502,0.417949194,0.385629165,0.354115339,0.413702857,0.389789368,0.713305684,0.711833632,0.599611338
Megf8,0.003667329,0.0003823,0.001723821,0.011402774,0.003395834,0.003858435,0.002765647,0.004646647,0.002172298,0.002908557,0.005690915,0.001741812,0.002953541,0.003510373,0.00025375
Lipe,0.025367511,0.027365984,0.015333146,0.034923268,0.030966954,0.03141853,0.013872204,0.019878376,0.020426413,0.019557402,0.023292765,0.019182029,0.02814786,0.01149465,0.013112515
Cxcl17,0.002723452,0,0,0.007774853,0.000758832,0.002991323,0,0,0,0,0.000910263,0.000490135,0,0,0
Cnfn,0.005747763,0,0.006142384,0.020315398,0,0.009118917,0.00337133,0,0,0,0,0,0.005130532,0,0
Tmem145,0.008793489,0,0,0.019778486,0.000321733,0.005326749,0.00140667,0.00112261,0,0,0.000578905,0.001246857,0,0,0.0004087
Ceacam1,0.001522179,0.007425607,0.000406672,0.012553622,0.007964087,0.006761892,0.003794522,0.002850131,0.00399729,0.000371673,0.000734875,0.000791394,0.007020043,0.005796996,0.006225746
Ceacam2,0.001298277,0.001043481,0.00027145,0.012968193,0.000954148,0.001450772,0,0.000158537,0.001482312,0,0.000735785,0.001056499,0.003023114,0.003178477,0.000346303
B9d2,0.117708079,0.074718069,0.103478014,0.073176601,0.169644901,0.129541013,0.261565378,0.21952565,0.200979382,0.118599239,0.199624195,0.136605717,0.152618321,0.230085254,0.171972772
Tmem91,0.013157919,0.00360735,0.00643483,0.030741587,0.021002835,0.016558671,0.013538731,0.006263621,0.031039229,0.016172878,0.009205537,0.013044115,0.01851321,0.009827869,0.011629767
B3gnt8,0.00636599,0.005884113,0.006505422,0.002250051,0.011529363,0.004999373,0.005040831,0.004469883,0.011284169,0.003847129,0.005532052,0.002234069,0.004261778,0,0.010740278
Bckdha,0.087366223,0.070824699,0.038741061,0.060220722,0.072335928,0.081049261,0.077355336,0.103378215,0.092889126,0.097572725,0.098070097,0.103337853,0.067321894,0.103375629,0.045305324
Exosc5,0.118848064,0.164421372,0.08925266,0.13197657,0.10718989,0.117641131,0.118616672,0.077648778,0.148673525,0.064627907,0.096913888,0.086070937,0.141283359,0.136449783,0.078725147
Erich4,0.019008706,0,0,0.070918595,0.040801689,0.012063045,0.016724233,0,0.027731918,0.018565566,0.027530977,0.004941394,0.025451149,0.002585424,0
Hnrnpul1,1.978069216,1.985486858,2.081021376,1.487147709,1.591880527,1.481090454,2.071238026,2.051447277,2.120391761,1.677411441,1.721848095,1.823564474,2.425632434,2.458268389,2.447285168
Axl,0.101446555,0.124423792,0.095945556,0.180490113,0.192816878,0.164759888,0.903534212,0.885399492,0.997434398,1.058464515,1.012859684,1.008108022,0.289409439,0.248154771,0.306072457
Ccdc97,0.981772528,1.026920434,0.970174232,0.849361884,0.885682998,0.826675599,0.609833582,0.588373279,0.674391392,0.521794619,0.492433634,0.570098962,1.03808394,0.950309162,0.807915542
Cyp2s1,0.011451871,0.006884563,0.003805755,0.029616949,0.018211028,0.014889369,0.00417768,0.004183903,0.003178444,0.002046018,0.004652212,0.002613918,0.012715292,0.008661769,0.019706401
Cyp2b10,0.002827258,0,0.000780107,0.002784909,0.000335765,0.004367837,0.00024467,0.000781047,0,0.001120383,0.000704846,0.0011928,0.001737595,0.001588603,0.000853049
Cyp2b9,0.00238185,0,0.000520646,0.004081755,0.001307194,0.001236712,0.000190509,0,0.00018954,0.000158613,0.000235208,0,0.000773117,8.84E-05,0.000553512
Cyp2a4,0.002036876,0.002745594,0,0.00899914,0,0.005816764,0,0.000953462,0.001782966,0.000373011,0.001475039,0.007148175,0.000454536,0.002493367,0
Nlrp4a,0.000720825,0,0,0.00138968,0,0.001497076,0.000259444,0.000184046,0.000344165,7.20E-05,0.000213545,0.000306624,0.000526433,0.000320862,0.000703545
Nlrp9a,0.00066235,0,0,0.003277493,0.000479829,0.001229469,0.000349649,0,0.000782708,0.000145554,0.000719478,0.00061985,0.000886834,0,0.001422238
Cyp2b23,0.004753446,0.001757453,0.00304788,0.008512505,0.000918283,0.006515785,0,0.000534022,0.002829411,0.000278558,0.001376917,0.001631096,0.002715514,0.001551669,0
Vmn1r185,0,0,0,0,0.002837661,0.010067476,0,0,0,0,0,0.008247894,0,0,0
Cyp2g1,0.004694375,0,0,0.006173846,0.001845378,0.009352926,0.002593383,0,0.004013629,0.000479819,0.005455034,0.001787914,0.002631096,0,0
Cyp2a5,0.007011952,0,0,0.014985467,0.013388364,0.007450877,0.000860826,0.00091599,0.00256934,0.000716702,0.00602254,0.001526054,0.017466878,0.000399229,0.002000863
Cyp2b19,0.001562275,0,0.000208692,0.01932645,0.000209586,0.004213577,0.005727169,0.007313017,0.002962977,0.004768296,0.005845304,0.003655081,0.002091763,0.000424978,0.003727348
Cyp2a22,0.00052012,0,0,0.014094087,0.000418659,0.010892367,0,0,0.004097557,0.000380996,0,0.00162249,0,0.003395661,0
Cyp2a12,0.003889585,0.000748992,0.005845261,0.015466153,0.003522189,0.000462817,0,0.008648403,0.00042559,0.00320533,0.002816712,0.001516671,0.006509808,0.001587098,0
Snrpa,0.756670617,0.778370893,0.662740466,0.551193674,0.582908946,0.663664703,0.874924133,0.772498882,0.782473396,0.468305486,0.450362108,0.482623297,0.981267614,1.011843631,0.858397428
Egln2,0.574376424,0.499243125,0.542905273,0.550117585,0.530086952,0.526486762,0.377268163,0.556737671,0.508411338,0.388096121,0.535708191,0.408547378,0.545402787,0.564906015,0.488069072
BC024978,0.030888231,0.057359025,0.056319574,0.040239386,0.057913028,0.0540976,0.063793981,0.057398348,0.056362822,0.069313831,0.055346226,0.026635709,0.045979865,0.064426689,0.043224391
Rab4b,0.532830454,0.56839855,0.640461614,0.440145564,0.392743241,0.451422771,0.521474553,0.456496312,0.446058356,0.398472057,0.445593957,0.446084953,0.492953289,0.628723043,0.445497051
Itpkc,0.067539557,0.082087606,0.048508285,0.04539623,0.056129538,0.054391364,0.114600784,0.104524027,0.115333991,0.198399965,0.199133397,0.185132301,0.078182616,0.083749796,0.093979948
Cyp2t4,0.058060205,0.04764677,0.027398998,0.067125774,0.016378831,0.018594862,0.025779957,0.051816007,0.038473208,0.040542625,0.044795946,0.03808513,0.041411835,0.009299177,0.004993476
Mir3101,1.19157225,1.200217016,0.110196458,0.917912265,1.328025427,1.396023334,0.846759303,0.943927629,1.604669593,0.469993635,0.92927475,0.965003616,0.940889119,0.748010061,1.405833622
Coq8b,0.066320058,0.071736221,0.069005678,0.061934279,0.05430835,0.063962513,0.075506602,0.053348219,0.06847981,0.065896962,0.061948622,0.06617503,0.048401299,0.058100652,0.053046212
Shkbp1,0.372601542,0.33996735,0.30723621,0.349675481,0.307491318,0.340284683,0.278072414,0.294163095,0.224928763,0.212190867,0.200220156,0.175087501,0.331097832,0.334356143,0.323708664
Ltbp4,0.00701961,0.003148713,0.003474983,0.021745871,0.008375707,0.005777994,0.005340416,0.004406948,0.007481919,0.005625925,0.007086821,0.005023505,0.010172712,0.005458955,0.009499751
Blvrb,0.034187489,0.05335006,0.034162297,0.031908878,0.035380872,0.032754717,0.009179901,0.009352506,0.006995642,0.010407427,0.010610345,0.009868235,0.016248898,0.00833364,0.019521383
Sertad1,0.347625979,0.582629217,0.502843438,0.320767697,0.357310432,0.520589271,0.53115515,0.653850662,0.394785457,0.514196566,0.743217183,0.348030307,0.43955627,0.637575937,0.380060607
Prx,0.007656018,0.007348665,0.003115322,0.012905587,0.017918773,0.011772659,0.014611755,0.002646487,0.003557028,0.002200122,0.008444304,0.002617897,0.00646589,0.021050583,0.01372967
Sertad3,0.338607217,0.271176933,0.255215445,0.305145146,0.273456816,0.197449784,0.167699527,0.313855281,0.244380874,0.252141627,0.297985001,0.243081667,0.351285287,0.264434138,0.216678944
Pld3,0.891727049,1.072520338,1.051274586,0.707839032,0.734043661,0.74505237,0.699832172,0.832581626,0.676473464,0.660768656,0.794318979,0.634405157,1.061874816,1.122519194,0.976382667
2310022A10Rik,0.102593842,0.083184302,0.085550146,0.083452861,0.070960108,0.074209229,0.078176967,0.062520859,0.084750035,0.082076595,0.064649919,0.08313248,0.109492947,0.110251609,0.120426278
Akt2,0.322886643,0.314773721,0.302021412,0.191797558,0.170038762,0.196101969,0.14661368,0.153940181,0.145509582,0.131659535,0.153037683,0.146935432,0.276669926,0.293289774,0.242698285
Zfp607b,0.005567104,0.00688509,0.003959231,0.010531277,0.005490945,0.008732779,0.017384618,0.010570668,0.025532451,0.010855496,0.012435239,0.014859198,0.009448618,0.010366124,0.00649414
Zfp60,0.06572881,0.045662528,0.070257608,0.118394707,0.089034957,0.090324849,0.101771435,0.091372398,0.06818803,0.106444992,0.061647044,0.062582569,0.093894216,0.061948669,0.096469142
Map3k10,0.055841956,0.042955657,0.043988284,0.049277994,0.042395505,0.057510125,0.077298338,0.106285091,0.104218993,0.100020281,0.090867406,0.093541306,0.037532127,0.040454275,0.052497621
Gm10046,0,0,0.001829677,0.001793036,0.001225013,0,0,0,0,0.007803668,0.001102105,0,0,0.001241979,0
Zfp59,0.031135687,0.031531313,0.030453575,0.07327698,0.053158089,0.048655703,0.057706043,0.037689349,0.054046913,0.06958183,0.044385183,0.032806563,0.037751554,0.042266428,0.04070127
Zfp607a,0.087818461,0.109196861,0.071310731,0.108698825,0.109375219,0.096557432,0.099448733,0.111007413,0.125610387,0.107904335,0.085114053,0.0692513,0.134114497,0.096905171,0.121771737
Zfp626,0.151271152,0.120732607,0.122956097,0.158677029,0.12843896,0.16214863,0.12887815,0.093666249,0.12934529,0.111434877,0.085085213,0.092229235,0.129378336,0.126449433,0.135089752
Zfp780b,0.081853185,0.090695701,0.100665567,0.141334597,0.111627985,0.123581194,0.095627855,0.107785917,0.113464884,0.112643795,0.054659713,0.080211391,0.144809024,0.113666768,0.133363705
Zfp850,0.039785272,0.05339831,0.042970919,0.057807064,0.05813181,0.042376383,0.044138821,0.046064133,0.057908929,0.04321021,0.038725452,0.044068442,0.052039084,0.061186415,0.052424498
9530053A07Rik,0.003194828,0,9.15E-05,0.011560939,0.00119396,0.002172276,0.000200777,0.000427286,0.000499388,0.001337292,0.001569937,0.001245764,0.002953595,0.001769186,0.001400027
Fbl,0.383333177,0.316493357,0.390190748,0.453285545,0.427178425,0.456993203,0.613162385,0.379940745,0.563514305,0.320764335,0.351935733,0.39545259,0.434174884,0.391093461,0.41108379
Fcgbp,0.000541777,0.000500767,0.001367824,0.006414927,0.001439101,0.002243393,0.000714999,0,0.000782498,0.000178587,0.001530115,0.001077404,0.001088094,0.000198959,0.0018281
Eid2b,0.219577753,0.459491152,0.3913621,0.233371184,0.3077574,0.35737719,0.449873263,0.530453905,0.419358541,0.512901595,0.365280717,0.441872333,0.279605715,0.195482241,0.216669122
Dll3,0.002166789,0,0.00446571,0.008205525,0.0029899,0.002651898,0,0,0.004064325,0.000340116,0.005043595,0.001448398,0.00994683,0.004546964,0.001424285
Eid2,0.13327488,0.142825013,0.048765099,0.436923756,0.433770757,0.228909717,0.599034701,0.444839458,0.634028934,0.47539586,0.589570659,0.808894048,0.165513728,0.198609568,0.242923741
Plekhg2,0.824539672,1.085916842,0.943662452,0.924277308,0.759864349,0.857851827,0.846399397,0.974433139,0.92385802,0.973609906,0.987908583,0.82018102,0.718267302,0.856999893,0.853250286
Paf1,2.080194841,2.38363367,2.1172965,1.687913225,1.819290779,1.627338633,1.677159375,1.630980266,1.522217791,1.767591557,1.855868861,1.725021823,2.025865665,1.860335182,1.8895848
Zfp36,3.782354795,4.219213478,4.530990405,2.633205376,3.137763055,3.376606295,0.526624559,0.693120346,0.373374706,0.607025126,0.759181891,0.595502712,1.883994591,2.014582948,2.04406318
Supt5,1.747087048,1.685391735,1.704965602,1.219754642,1.280360903,1.271319875,1.617688607,1.532220553,1.525700692,1.349695,1.430417122,1.384197811,1.826973292,1.87781379,1.790151385
Rps16,10.40412324,10.26218255,7.897764856,9.54104333,11.08715016,10.21246263,11.76020235,13.9327337,16.57141776,10.42716594,15.6782774,15.34665199,8.975368586,11.3813435,7.432353407
Med29,0.179026565,0.213943731,0.130026111,0.169413641,0.084582451,0.100027422,0.112456428,0.139798515,0.168902294,0.072471973,0.125046832,0.122683289,0.205694247,0.198587952,0.156456023
Samd4b,0.027641693,0.029152775,0.028317099,0.023539676,0.021394231,0.023136091,0.06297279,0.074421928,0.074543056,0.099534355,0.091430261,0.088723555,0.02966965,0.030340234,0.030353808
Ifnl3,0,0,0,0.012781562,0,0.010327005,0,0,0,0,0.003928148,0,0.019367444,0,0
Sycn,0.007102163,0,0,0.028688579,0.004900052,0,0,0,0,0,0,0.014242401,0,0,0
Nccrp1,0.325888969,0.236867419,0.40018872,0.111678858,0.128644776,0.122757723,0.009697526,0.008255175,0.015437106,0.012918265,0.006385521,0.017191566,0.168239118,0.167305667,0.176942674
Lrfn1,0.001157273,0.000764052,0.000596279,0.014024116,0.006387573,0.000236061,0.050836848,0.058737918,0.055136775,0.055041287,0.055671101,0.0514433,0.003763063,0.000404752,0.003803522
Fbxo27,0.05965629,0.038770719,0.023907028,0.037338804,0.029011478,0.011239171,0.014761906,0.013380792,0.034813171,0.015021588,0.013050348,0.001453866,0.033835954,0.028906152,0.034947276
Acp7,0.001452915,0,0,0.004542776,0.000269883,0,0,0,0.000586985,0.000736811,0.000971219,0.000784436,0.001197131,0,0
Sars2,0.192937387,0.190361217,0.179307322,0.179982797,0.130889749,0.140571794,0.201609358,0.120454064,0.150660645,0.105686399,0.075718683,0.087366582,0.249388646,0.223017815,0.194386871
Mrps12,0.757885921,0.840734855,0.747313958,0.538363222,0.574800812,0.618124552,0.489929236,0.54557285,0.438855051,0.398416622,0.454163243,0.323176202,0.913191625,0.981334301,0.85502199
Rinl,4.863826709,5.327730241,4.512141599,4.232892865,4.055987924,4.101403422,2.056572784,2.204606962,2.409910294,1.321799578,1.554232441,1.448773071,4.437684691,4.700601497,4.212484218
Sirt2,0.477847848,0.490043779,0.375473058,0.265888938,0.243837751,0.25334637,0.294196849,0.311499992,0.326832417,0.280509853,0.289433827,0.318722473,0.456906432,0.542311559,0.428796245
Hnrnpl,2.313366001,2.101138458,2.235571361,1.543231194,1.479819419,1.512858669,2.019489476,1.749491395,1.815032588,1.345832608,1.446032831,1.67364991,2.662831426,2.73015498,2.497520888
Ccer2,0.021163101,0.023340009,0.011565043,0.022100213,0.008130229,0.008241283,0.006347629,0.002701761,0.002526135,0.011626727,0.004179718,0.011252941,0.0296237,0,0
Fbxo17,0.002834694,0.003493494,0.00318078,0.009796543,0.007757861,0.005036962,0.011805026,0.010969217,0.010917859,0.003322332,0.00520041,0.010905983,0.004723202,0.005551979,0.005217282
