,nik_s1,nik_s2,nik_s3,ctr_s1,ctr_s2,ctr_s3,nik_t3,ikk_t2,ikk_t3,ctr_t1,ctr_t2,ctr_t3,nik_t1,nik_t2
2310033P09Rik,2.179763526,2.224813272,2.619410956,2.000848751,0.748010338,2.912496989,2.943659489,2.768426781,2.569949564,2.489737543,3.06474027,2.962637694,2.127207988,2.731850467
Arf1,3.058818201,2.552748557,3.300246715,2.525183036,2.458385192,2.429374507,4.114870627,3.935689533,4.208920647,3.71862722,3.652484177,3.49932138,4.148375068,4.251285645
Wnt3a,0.009823545,0.007789295,0.002105576,0.001419724,0.000720651,0.001635654,0.007522458,0.000749025,0.001023272,0.0007682,0,0,0.0035941,0.006778118
Jmjd4,0.278741381,0.225578511,0.258750567,0.38426995,0.315158462,0.231898247,0.184513644,0.204987705,0.182670086,0.246001722,0.193216837,0.146175473,0.255482331,0.218000419
Zfp867,0.080728215,0.10736583,0.040428669,0.115415441,0.109190267,0.073905907,0.046682249,0.036600353,0.040847681,0.051730977,0.02619934,0.018986618,0.055694099,0.07381525
Snap47,0.066038209,0.07805385,0.059988542,0.016309364,0.03127329,0.019487123,0.057427429,0.053968579,0.041142645,0.035095639,0.028796623,0.032169396,0.066221583,0.099827717
Zkscan17,0.216785353,0.204372359,0.24550093,0.183044871,0.157817444,0.154180654,0.193421278,0.198082834,0.19016618,0.220670644,0.207084378,0.15530744,0.269915164,0.215845585
Olfr222,0.031896469,0.331598076,0,0.058579407,0,0.067144611,0.036793366,0.017218846,0.012063242,0,0.007066694,0,0.006259273,0.070334367
Olfr223,0.076827138,0.307832553,0.01116735,0.012597924,0,0.03593939,0.073851671,0,0,0.006564153,0,0,0.031409043,0.054298151
Nlrp3,0.034179185,0.036406697,0.009284792,0.009555415,0.018794991,0.02870133,0.029623763,0.032768413,0.00768177,0.004883106,0.005896566,0.009354084,0.013194545,0.024948406
Olfr225,0.079032362,0.044015697,0.009846767,0.029621786,0,0.019805884,0.119383766,0,0.002668753,0.011575833,0,0,0.044311679,0.067028051
1700007J10Rik,0.018983753,0.033758352,0.011763836,0.004915119,0.014595226,0.011568038,0.011045159,0.005843217,0.004723457,0.016390559,0.001936914,0.00656265,0.020587284,0.018642442
Pld6,0.020870109,0.05670734,0.001654698,0.032355619,0.006158882,0.015975725,0.031004635,0.00597462,0.005381641,0.019452586,0,0,0.078186651,0.019309228
Flcn,0.29699248,0.224016694,0.352192951,0.53150166,0.55297361,0.515227573,0.340236646,0.316733681,0.318211045,0.443429222,0.37218341,0.333698819,0.358536703,0.212332936
Cops3,0.389783994,0.323708256,0.353595138,0.326351619,0.460522048,0.340753924,0.432379913,0.410938778,0.525811174,0.332316822,0.322051673,0.394910258,0.346041769,0.40391972
Gm16062,0.006764539,0.007691759,0.002212362,0.00721001,0.00731959,0.011273249,0.014630743,0.006847009,0.005196645,0.0203733,0.018265288,0.011107824,0.011615223,0.017211197
Nt5m,0.019700037,0.015137617,0.01217625,0.014943942,0.033364934,0.018511313,0.01136224,0.012021924,0.019031303,0.010011275,0.012524398,0.011345513,0.019833644,0.012058657
Rasd1,0.161290534,0.340597656,0.179351821,0.156043338,0.113441197,0.44421768,0.325592088,0.297490379,0.465125527,0.103355648,0.196537427,0.26484982,0.063302399,0.109433553
Med9,0.161564728,0.151854155,0.163284007,0.084644254,0.167125062,0.124777068,0.216355943,0.186276141,0.150837921,0.136739523,0.128321073,0.154063141,0.169492172,0.261983925
Srebf1,0.405102669,0.448531812,0.47371611,0.398367821,0.229654825,0.407478681,0.43918136,0.501774747,0.53331439,0.484105133,0.502584905,0.481752049,0.6211755,0.496868645
Atpaf2,0.194256865,0.215117093,0.240561611,0.242533358,0.218828528,0.259182515,0.270705939,0.313667145,0.315859312,0.22043548,0.281910852,0.273351393,0.248526346,0.234440306
Myo15,0.02180951,0.036484018,0.004045897,0.005453317,0.000782289,0.008962321,0.007065499,0.002385065,0.002164624,0.006424155,0.000600653,0.001780741,0.025182464,0.023708657
Drg2,0.398732884,0.308022867,0.385417072,0.310940918,0.297776674,0.426025064,0.481285057,0.39805918,0.519208501,0.423232185,0.340730764,0.335344301,0.423751547,0.421646382
Smcr8,0.913233478,0.798612563,0.774568397,1.246542222,1.48511075,0.992745086,0.947102739,0.97356572,0.814728348,1.041002237,0.960764161,0.99430144,1.003033385,1.193166561
Llgl1,0.484390132,0.48632111,0.401226466,0.349649305,0.333637733,0.404766319,0.329013687,0.335602221,0.424048324,0.397563103,0.318410422,0.317622026,0.416892511,0.439593537
Flii,2.565108638,2.429521778,2.530055534,2.827803095,2.369115013,2.620688744,3.181714331,3.71045537,4.181727422,3.62252384,4.038616327,4.074313716,3.493527915,3.241890928
Mief2,0.318628494,0.424209254,0.334420325,0.401591804,0.114924314,0.329889306,0.312293861,0.371698068,0.389131617,0.439584236,0.470616391,0.454815884,0.507263637,0.66498185
Shmt1,0.172589409,0.158915026,0.420569308,0.088902989,0.106249204,0.128924855,0.507849205,0.297964783,0.40026888,0.170159592,0.143139836,0.228173476,0.250319236,0.26745938
Top3a,0.109053983,0.125860259,0.120052007,0.139557772,0.032388715,0.133379154,0.165676,0.151981038,0.177108546,0.183062168,0.128936202,0.140566763,0.154704272,0.164929106
Map2k3os,0.048064609,0.018569311,0.002265898,0.016189059,0.018273242,0.00364612,0.022477182,0.016655157,0.014738945,0.016315677,0.008634131,0.004977271,0.039512697,0.027543259
Tmem11,0.215964554,0.170883423,0.340497748,0.203666019,0.198372693,0.249874056,0.381523365,0.341767739,0.336693958,0.262512328,0.275121175,0.249027809,0.22084832,0.31137449
Natd1,0.124568401,0.160399465,0.122283376,0.217135628,0.11078599,0.201958245,0.115916512,0.17041907,0.14897212,0.209073144,0.156264079,0.159094154,0.178593252,0.179938558
Dhrs7b,0.068566889,0.068468862,0.058541051,0.06154298,0.053887557,0.058917229,0.043478355,0.059851482,0.060507983,0.06068062,0.045439932,0.049645568,0.067748983,0.06325326
Kcnj12,0.011716212,0.011418996,0.00242682,0.00019212,0,0.005652066,0.001548587,0.001054138,0.000415413,0.001351404,0,0,0.007184864,0.008446131
Tnfrsf13b,0.020755691,0.032284924,0.031952579,0.023308592,0.025521318,0.019639507,0.010278219,0.006366283,0.011150286,0.00967297,0.013586312,0.009983684,0.030547787,0.033072467
Usp22,0.38268087,0.397599573,0.468905133,0.486170382,0.434586622,0.459194195,0.332601741,0.36974594,0.27613698,0.373084444,0.329788177,0.309174693,0.388976795,0.395843112
Aldh3a2,0.108676674,0.123389445,0.082528816,0.157392639,0.274327593,0.111270506,0.123715828,0.123640576,0.109624386,0.128063955,0.13469763,0.11463858,0.140697226,0.128051455
Rnf112,0.160009281,0.043860985,0.009267036,0.007379417,0,0.00701734,0.007209948,0.003374168,0.015365263,0.006408413,0,0,0.035570052,0.078454626
Slc47a1,0.015265945,0.020367258,0.002130249,0.000534031,0.015417325,0.003427843,0,0.000549407,0.000192453,0.000834772,0,0,0.003994328,0.005351503
Mapk7,0.875924353,0.578222293,0.501709918,0.413593197,0.437444604,0.66101739,0.664801433,0.532448059,0.6364654,0.471847075,0.511912219,0.486400601,0.724727607,0.658779719
Mfap4,0.08609289,0.114542289,0,0.016134056,0.013308154,0,0.003940884,0.004610714,0.003876229,0.018914977,0.001135355,0.002243973,0.032180239,0.038246554
Epn2,0.009227341,0.009178308,0.002384457,0.003885431,0.002218772,0.001438836,0.021244129,0.008148334,0.003392841,0.0072415,0.005931071,0.003367091,0.009612609,0.010724231
B9d1,0.042925898,0.03916651,0.008761953,0.005391485,0.044471585,0.020507787,0.014925061,0.01602383,0.018997903,0.012173352,0,0.006998728,0.018818808,0.06816412
Grap,1.108113068,1.350506212,1.120722959,0.610903814,0.430565134,0.438253882,0.971672209,0.555545218,0.409820386,0.575912497,0.355217236,0.331687766,1.249585942,1.393476096
Fam83g,0.149874553,0.142271393,0.056852322,0.008405195,0.010851673,0.012314973,0.053557622,0.009900404,0.011589368,0.023135344,0.015275468,0.01143606,0.167008328,0.147428635
Slc5a10,0.009918935,0.020969889,0.003615222,0.007768274,0,0.007063931,0.003700064,0.000599395,0.002449569,0.001745554,0.00131197,0.002430978,0.010458611,0.011802383
Ulk2,0.103257012,0.097408109,0.08907837,0.13674692,0.133339016,0.090741246,0.098999672,0.079688696,0.068459185,0.083555868,0.088689349,0.086517608,0.105532092,0.107624644
Akap10,0.101240689,0.131720031,0.082507973,0.113180993,0.129133222,0.124976048,0.120866659,0.102922814,0.093726447,0.119451257,0.101255697,0.097289378,0.127988255,0.118714222
Ttc19,0.071312327,0.10998537,0.067344263,0.092953101,0.057012687,0.091260777,0.099987591,0.051152142,0.056402893,0.073969371,0.04771662,0.061989031,0.096265352,0.079741965
Zswim7,0.033674756,0.054864111,0.050190539,0.025054606,0.026104745,0.047258697,0.062808536,0.035498458,0.050372902,0.039421796,0.044262963,0.040165396,0.060164564,0.050725723
Pigl,0.023007205,0.026264057,0.025663921,0.01884248,0.021181396,0.026490432,0.022971471,0.027219016,0.022955149,0.024175447,0.022177345,0.022959836,0.038413802,0.037515968
Trpv2,0.25003131,0.258869115,0.231765952,0.355418759,0.402420403,0.348397899,0.366694493,0.515071492,0.51027214,0.578967291,0.637038872,0.4702463,0.384211877,0.44936862
Ubb,6.743862763,6.442708781,5.413986526,7.220799724,4.565940917,6.881977497,6.301952007,8.753735122,7.943243586,8.74918766,8.509944675,8.093398265,7.248961228,7.393755057
Snord49b,2.370970853,3.979752606,4.307960395,4.276645377,24.69309446,7.694585863,6.077718983,3.644257147,4.903833684,3.798320071,3.283068391,2.325160715,3.295681124,3.267617488
Cenpv,0.060118917,0.025180816,0.02534944,0.013687351,0.088707081,0.021964111,0.042984706,0.037997488,0.054963338,0.035658998,0.027794628,0.030458839,0.044362751,0.019805019
Lrrc75a,0.017440001,0.014402937,0.014001858,0.012294331,0.008465498,0.017841634,0.01598117,0.01613116,0.01571898,0.007770715,0.013992913,0.014809499,0.015032869,0.025158558
Snord49a,8.594769341,8.858159026,6.5480998,9.136469669,39.55170974,10.12080663,7.882041806,6.666324049,5.277459108,8.406948424,6.785008008,3.839218856,5.912839663,4.440608381
2410006H16Rik,4.468132021,4.997411401,5.368196074,4.435904663,9.07563019,4.523249489,3.887883156,3.932268123,2.420535499,2.696551538,3.258245606,2.437592162,4.145528527,2.930351149
Zfp287,0.069707897,0.107002955,0.067582922,0.079754757,0.088120969,0.058569635,0.059851942,0.072866537,0.050338116,0.065109928,0.072096307,0.08137265,0.103590671,0.070408153
Fbxw10,0.01942204,0.024022779,0.004999995,0.008134614,0.004051215,0.006403666,0.00202444,0.001052681,0.00298684,0.001679423,0.001555291,0.000128081,0.016760652,0.016472005
Tvp23b,0.065743847,0.0549754,0.067392816,0.020873574,0.022681787,0.038242771,0.084446686,0.058465623,0.036755949,0.030577057,0.037786159,0.035672346,0.089748779,0.080485379
Trim16,0.020004921,0.029926298,0.019272973,0.005492692,0.055877882,0.015343115,0.018112111,0.016847849,0.00890748,0.028142697,0.01868186,0.005092933,0.044506588,0.040443049
Cdrt4,0.00118823,0.005073523,0.000148043,0.000556694,0,0.000833773,0.001631729,0,0.000481488,0.001914434,0,0,0.001332428,0.004750813
Pmp22,0.004654134,0.01270099,0,0.001678981,0.002014408,0.009960611,0.003131717,0.001570292,0.001100121,0,0.000128891,0,0.005023227,0.011052195
Tekt3,0.007046505,0.006382151,0.001024258,0.006022441,0.003234718,0.005543816,0.002052605,0.000384238,0.000403786,0.00109465,0.002365394,0,0.005866366,0.007606077
Hs3st3b1,0.026308754,0.033935223,0.022944944,0.071581181,0.107965507,0.045946568,0.034469104,0.028755474,0.026164733,0.039861599,0.022559346,0.023467063,0.01988617,0.028428018
2810001G20Rik,0.082883515,0.100364182,0.097750542,0.140852535,0.193636692,0.117639397,0.079673488,0.138975908,0.115768471,0.188306546,0.122071717,0.108261573,0.097958618,0.052720686
9630013K17Rik,0.113732023,0.111452591,0.012195537,0.026904191,0,0.109895399,0.01613025,0.026840036,0.006169961,0.018160251,0.033045826,0.010205222,0.0585402,0.077481967
Elac2,0.308518567,0.254840795,0.405358274,0.315593175,0.16240547,0.353657824,0.485080189,0.411788492,0.436972388,0.297955056,0.304644571,0.272658934,0.424526932,0.441072048
Myocd,0.00829836,0.003759489,0.000497982,0.001548003,0.002141843,0.000801317,0.001463664,0.000445235,0.000251939,0.000429313,8.43E-05,0.000166685,0.006424148,0.007619025
Gm12295,0.004599648,0.00314594,3.52E-05,0.000529291,0.009954128,0.001698706,0.000310281,0.001597286,0,0.000372313,0,0.000176677,0.001979434,0.010881745
Map2k4,0.111255891,0.088409721,0.116188992,0.139559602,0.102923217,0.134685157,0.12314283,0.10563247,0.110368028,0.10842039,0.090523503,0.092259219,0.128972429,0.112444739
Zkscan6,0.193739427,0.144943601,0.122719764,0.196428085,0.064181509,0.125314291,0.118372977,0.126456225,0.128775044,0.149722496,0.157837251,0.119454291,0.172698066,0.132324582
Gm12298,0.005330472,0.002234515,0.001949548,0.001804547,0.002232717,0.000241313,0,0.000464125,0,8.81E-05,0.000285719,0.000188236,0.00421789,0.001312496
Pirt,0.011128831,0.023242531,0.002079838,0.003649756,0.015052482,0,0.00076413,0.005006448,0.000751593,0,0.000440286,0,0.023788805,0.00640467
Tmem220,0.074916984,0.122831481,0.007938283,0.006429377,0.082579371,0.006386857,0.011441714,0.015748772,0.005627,0.009691156,0.010470658,0.008814423,0.013739717,0.033847219
Adprm,0.104587414,0.171148851,0.111696117,0.216597969,0.196998121,0.168861002,0.139634456,0.177308791,0.123151416,0.133295437,0.142676029,0.152657345,0.118772795,0.178224348
Myh3,0.044174057,0.060486726,0.0135746,0.003694698,0.041703541,0.013105961,0.015389356,0.003601015,0.005746406,0.005319421,0.00262733,0.002596394,0.03577976,0.045761899
Sco1,0.189664497,0.23555932,0.300028606,0.257876768,0.180108117,0.249190228,0.331402599,0.346846975,0.325265047,0.234213473,0.211469637,0.230337136,0.254912926,0.244216501
Myh1,0.047276331,0.049374972,0.012141829,0.004946225,0.010042797,0.014449799,0.005576116,0.001043822,0.000274232,0.004163221,0,0.001111281,0.019066995,0.042309339
Myh2,0.049404549,0.061410296,0.008898554,0.004755073,0.070890413,0.016014572,0.012388993,0.003865265,0.003046434,0.008396422,0.005056404,0.001910566,0.030296904,0.045088516
2310065F04Rik,0.032670858,0.053373365,0.001221154,0.006122613,0.07676348,0,0.010767612,0.000419926,0.002206449,0.006699399,0.001034037,0.009196754,0.003663564,0.035625145
Myh8,0.031601909,0.046053681,0.003248299,0.003405316,0.041522431,0.012671341,0.003905741,0.002132479,0.00224097,0.004860152,0.001750359,0.000741321,0.020154776,0.023930233
Dhrs7c,0.011178803,0.012970499,0.00087049,0.001571205,0.008640041,0.000840438,0.003070244,0.001257232,0.000377484,0.001228015,0.001990185,0,0.007051168,0.012528256
Gsg1l2,0.018141625,0.019343763,0.002637009,0.00030511,0,0.002937659,0.000447154,0.001046313,0,0.001430797,0,0,0.010497617,0.00670675
Cfap52,0.010100106,0.011088516,0.001746556,0.00182752,0.006594996,0.001955083,0.000836977,0.000705051,0.000576272,8.93E-05,0.000192904,0.000190633,0.006151085,0.012996674
Pik3r5,0.693771127,0.72816852,0.646215688,0.558256133,0.185712952,0.55021962,0.661804594,0.307525767,0.415257467,0.516537782,0.332957049,0.304218071,0.838289204,0.859140756
Mfsd6l,0.107038975,0.121150001,0.021079729,0.03623636,0,0.096914228,0.119489135,0.007766591,0.016323441,0.021241091,0,0,0.05420652,0.11420799
Ccdc42,0.033790558,0.03293336,0.004817233,0.002131112,0,0.002279866,0.010619073,0.002338634,0,0,0,0.00213409,0.014027039,0.029209191
Ndel1,0.234863647,0.206771211,0.246047118,0.265723723,0.283440582,0.251904919,0.262107281,0.250656428,0.255873213,0.272981893,0.289235558,0.264906021,0.268783177,0.249555703
Rnf222,0.042332905,0.093392475,0.000858611,0,0.018109527,0.002763229,0.001892715,0,0.001861663,0.006056283,0.002726424,0.001077728,0.051196089,0.019203885
Ctc1,0.261506682,0.3366838,0.417375432,0.150878365,0.179659752,0.293693045,0.316883454,0.375178889,0.366793582,0.327701389,0.26573647,0.283434259,0.393025608,0.34177363
Slc25a35,0.125488433,0.17345079,0.075615587,0.084553928,0.162942174,0.131281085,0.059217551,0.082626066,0.075504095,0.167260106,0.082142529,0.061193689,0.125366162,0.09191497
Tmem107,0.225852127,0.237769682,0.133394401,0.03375312,0.024747746,0.140424353,0.153897225,0.308665808,0.23651931,0.200785794,0.136178721,0.222205593,0.387103835,0.271560593
Rangrf,0.329057761,0.26341,0.226144005,0.132952706,0.028484637,0.073887235,0.27835593,0.133819917,0.14187257,0.122805789,0.014580615,0.073485533,0.18855423,0.245587604
Pfas,0.417138388,0.34717178,0.693406762,0.309881047,0.289077022,0.525550223,1.038350415,0.906226487,1.092810049,0.524276293,0.605559109,0.629213785,0.654864481,0.703317531
Borcs6,0.431664403,0.471596754,0.393130306,0.596333327,0.214941216,0.246605591,0.249702203,0.2234042,0.290753619,0.42299659,0.592433394,0.378456454,0.416046685,0.265664348
Aurkb,0.627609932,0.493037244,0.711264448,0.347310274,0.319730347,0.783744296,0.905522563,1.851948687,1.762893636,0.976126602,1.406187618,1.595357089,0.649433381,0.810952542
Per1,1.217164839,1.490186889,2.08016284,2.209624723,2.657564471,2.222697311,1.638405712,1.729482464,1.426790956,1.202931882,1.633963365,1.317392538,1.356624412,1.325649734
Aloxe3,0.012253079,0.015922991,0.008682711,0.000803692,0,0.003654109,0.01030621,0.001378051,0.002027425,0.003297766,0,0.002347377,0.006011274,0.010651745
Alox12b,0.022220908,0.033207719,0.000968988,0.005829967,0.00120221,0.001559226,0.008544122,0.000249909,0.00472722,0.008258765,0,0.000608137,0.026163409,0.04899895
Alox8,0.040391036,0.042522353,0.003121351,0.005030295,0.001106462,0.017938049,0.010812503,0.029900706,0.017402909,0.019395677,0.014725666,0.012313461,0.035617837,0.026450834
Vamp2,1.919299384,2.169030266,1.321122601,2.190776351,2.92449099,2.06050347,1.599204684,1.521462241,1.372677744,1.451065537,1.701295312,1.496343688,1.831227062,1.771812101
Kcnab3,0.047174807,0.087188057,0.000914291,0.006876096,0.009074781,0.006620449,0.01914683,0.009903691,0.014372327,0.00483677,0.004645167,0.012049984,0.047315861,0.028451111
Gucy2e,0.047369291,0.071327763,0.008196965,0.01084984,0.077290925,0.057508247,0.006866345,0.010485719,0.012618744,0.014069042,0.005622168,0.003292425,0.058282037,0.065681822
Trappc1,1.043018049,0.952864621,0.98489379,0.627544235,1.493486891,0.850189945,1.522780197,0.90667887,1.229009318,1.015118837,0.825291723,0.993712438,1.08879951,1.383423501
Cntrob,0.093710405,0.117210889,0.064233642,0.050132882,0.073514733,0.086099208,0.079383933,0.096828981,0.110892407,0.084520401,0.092940748,0.083190693,0.119244189,0.075751163
Naa38,1.876522157,1.478617762,1.735307061,1.094070996,0.954011089,1.676234649,1.992819918,2.377097259,2.298077982,1.740737641,2.289898958,2.419449691,1.905513532,2.319035836
Cyb5d1,0.341542605,0.401448804,0.268588024,0.314636588,0.137030545,0.281396355,0.243469455,0.234786962,0.258524201,0.258699717,0.250813318,0.291970671,0.36712232,0.28966533
Tmem88,0.393780124,0.199301845,0.122912436,0.146814272,0.062792357,0.098890916,0.25102467,0.074588241,0.176361651,0.316615212,0.071171413,0.018150547,0.134213258,0.084370973
Kdm6b,7.889949485,5.174369035,4.895533474,13.31007447,6.077878626,7.022987772,7.422997317,3.895580376,6.710847625,8.737578564,6.637824035,5.652050223,7.09549962,4.669559022
